no,nilai,jual,beli,tanggal
2257,1,12219,12097,10/28/2014 
2258,1,12102,11982,10/27/2014 
2259,1,12125,12005,10/24/2014 
2260,1,12094,11974,10/23/2014 
2261,1,12086,11966,10/22/2014 
2262,1,12053,11933,10/21/2014 
2263,1,12101,11981,10/20/2014 
2264,1,12283,12161,10/17/2014 
2265,1,12268,12146,10/16/2014 
2266,1,12290,12168,10/15/2014 
2267,1,12256,12134,10/14/2014 
2268,1,12263,12141,10/13/2014 
2269,1,12268,12146,10/10/2014 
2270,1,12251,12129,10/9/2014 
2271,1,12302,12180,10/8/2014 
2272,1,12251,12129,10/7/2014 
2273,1,12273,12151,10/6/2014 
2274,1,12205,12083,10/3/2014 
2275,1,12197,12075,10/2/2014 
2276,1,12249,12127,10/1/2014 
2277,1,12273,12151,9/30/2014 
2278,1,12181,12059,9/29/2014 
2279,1,12067,11947,9/26/2014 
2280,1,12007,11887,9/25/2014 
2281,1,12036,11916,9/24/2014 
2282,1,12047,11927,9/23/2014 
2283,1,12032,11912,9/22/2014 
2284,1,12045,11925,9/19/2014 
2285,1,12090,11970,9/18/2014 
2286,1,11968,11848,9/17/2014 
2287,1,11963,11843,9/16/2014 
2288,1,11934,11816,9/15/2014 
2289,1,11890,11772,9/12/2014 
2290,1,11890,11772,9/11/2014 
2291,1,11841,11723,9/10/2014 
2292,1,11813,11695,9/9/2014 
2293,1,11781,11663,9/8/2014 
2294,1,11829,11711,9/5/2014 
2295,1,11819,11701,9/4/2014 
2296,1,11840,11722,9/3/2014 
2297,1,11793,11675,9/2/2014 
2298,1,11769,11651,9/1/2014 
2299,1,11776,11658,8/29/2014 
2300,1,11740,11624,8/28/2014 
2301,1,11767,11649,8/27/2014 
2302,1,11774,11656,8/26/2014 
2303,1,11773,11655,8/25/2014 
2304,1,11712,11596,8/22/2014 
2305,1,11776,11658,8/21/2014 
2306,1,11766,11648,8/20/2014 
2307,1,11740,11624,8/19/2014 
2308,1,11739,11623,8/18/2014 
2309,1,11751,11635,8/15/2014 
2310,1,11725,11609,8/14/2014 
2311,1,11741,11625,8/13/2014 
2312,1,11735,11619,8/12/2014 
2313,1,11787,11669,8/11/2014 
2314,1,11881,11763,8/8/2014 
2315,1,11825,11707,8/7/2014 
2316,1,11815,11697,8/6/2014 
2317,1,11792,11674,8/5/2014 
2318,1,11806,11688,8/4/2014 
2319,1,11649,11533,8/1/2014 
2320,1,11649,11533,7/25/2014 
2321,1,11589,11473,7/24/2014 
2322,1,11555,11441,7/23/2014 
2323,1,11589,11473,7/22/2014 
2324,1,11635,11519,7/21/2014 
2325,1,11765,11647,7/18/2014 
2326,1,11726,11610,7/17/2014 
2327,1,11864,11746,7/16/2014 
2328,1,11768,11650,7/15/2014 
2329,1,11685,11569,7/14/2014 
2330,1,11685,11569,7/11/2014 
2331,1,11607,11491,7/10/2014 
2332,1,11753,11637,7/8/2014 
2333,1,11846,11728,7/7/2014 
2334,1,11946,11828,7/4/2014 
2335,1,12023,11903,7/3/2014 
2336,1,11913,11795,7/2/2014 
2337,1,11857,11739,7/1/2014 
2338,1,12029,11909,6/30/2014 
2339,1,12164,12042,6/27/2014 
2340,1,12151,12031,6/26/2014 
2341,1,12087,11967,6/25/2014 
2342,1,12060,11940,6/24/2014 
2343,1,12031,11911,6/23/2014 
2344,1,12027,11907,6/20/2014 
2345,1,11976,11856,6/19/2014 
2346,1,12038,11918,6/18/2014 
2347,1,11922,11804,6/17/2014 
2348,1,11873,11755,6/16/2014 
2349,1,11840,11722,6/13/2014 
2350,1,11872,11754,6/12/2014 
2351,1,11862,11744,6/11/2014 
2352,1,11865,11747,6/10/2014 
2353,1,11849,11731,6/9/2014 
2354,1,11882,11764,6/6/2014 
2355,1,11933,11815,6/5/2014 
2356,1,11869,11751,6/4/2014 
2357,1,11865,11747,6/3/2014 
2358,1,11799,11681,6/2/2014 
2359,1,11669,11553,5/30/2014 
2360,1,11671,11555,5/28/2014 
2361,1,11691,11575,5/26/2014 
2362,1,11618,11502,5/23/2014 
2363,1,11573,11457,5/22/2014 
2364,1,11565,11449,5/21/2014 
2365,1,11498,11384,5/20/2014 
2366,1,11408,11294,5/19/2014 
2367,1,11472,11358,5/16/2014 
2368,1,11544,11430,5/14/2014 
2369,1,11583,11467,5/13/2014 
2370,1,11594,11478,5/12/2014 
2371,1,11621,11505,5/9/2014 
2372,1,11682,11566,5/8/2014 
2373,1,11585,11469,5/7/2014 
2374,1,11569,11453,5/6/2014 
2375,1,11569,11453,5/5/2014 
2376,1,11595,11479,5/2/2014 
2377,1,11590,11474,4/30/2014 
2378,1,11647,11531,4/29/2014 
2379,1,11626,11510,4/28/2014 
2380,1,11659,11543,4/25/2014 
2381,1,11666,11550,4/24/2014 
2382,1,11648,11532,4/23/2014 
2383,1,11543,11429,4/22/2014 
2384,1,11487,11373,4/21/2014 
2385,1,11475,11361,4/17/2014 
2386,1,11495,11381,4/16/2014 
2387,1,11491,11377,4/15/2014 
2388,1,11501,11387,4/14/2014 
2389,1,11507,11393,4/11/2014 
2390,1,11399,11285,4/10/2014 
2391,1,11366,11252,4/8/2014 
2392,1,11338,11226,4/7/2014 
2393,1,11367,11253,4/4/2014 
2394,1,11367,11253,4/3/2014 
2395,1,11360,11246,4/2/2014 
2396,1,11327,11215,4/1/2014 
2397,1,11461,11347,3/28/2014 
2398,1,11495,11381,3/27/2014 
2399,1,11465,11351,3/26/2014 
2400,1,11414,11300,3/25/2014 
2401,1,11441,11327,3/24/2014 
2402,1,11488,11374,3/21/2014 
2403,1,11464,11350,3/20/2014 
2404,1,11370,11256,3/19/2014 
2405,1,11338,11226,3/18/2014 
2406,1,11328,11216,3/17/2014 
2407,1,11478,11364,3/14/2014 
2408,1,11444,11330,3/13/2014 
2409,1,11489,11375,3/12/2014 
2410,1,11441,11327,3/11/2014 
2411,1,11506,11392,3/10/2014 
2412,1,11452,11338,3/7/2014 
2413,1,11612,11496,3/6/2014 
2414,1,11638,11522,3/5/2014 
2415,1,11705,11589,3/4/2014 
2416,1,11654,11538,3/3/2014 
2417,1,11692,11576,2/28/2014 
2418,1,11733,11617,2/27/2014 
2419,1,11727,11611,2/26/2014 
2420,1,11678,11562,2/25/2014 
2421,1,11787,11669,2/24/2014 
2422,1,11851,11733,2/21/2014 
2423,1,11831,11713,2/20/2014 
2424,1,11909,11791,2/19/2014 
2425,1,11885,11767,2/18/2014 
2426,1,11775,11657,2/17/2014 
2427,1,11945,11827,2/14/2014 
2428,1,12133,12013,2/13/2014 
2429,1,12176,12054,2/12/2014 
2430,1,12235,12113,2/11/2014 
2431,1,12227,12105,2/10/2014 
2432,1,12237,12115,2/7/2014 
2433,1,12220,12098,2/6/2014 
2434,1,12233,12111,2/5/2014 
2435,1,12309,12187,2/4/2014 
2436,1,12312,12190,2/3/2014 
2437,1,12287,12165,1/30/2014 
2438,1,12215,12093,1/29/2014 
2439,1,12328,12206,1/28/2014 
2440,1,12259,12137,1/27/2014 
2441,1,12238,12116,1/24/2014 
2442,1,12234,12112,1/23/2014 
2443,1,12210,12088,1/22/2014 
2444,1,12183,12061,1/21/2014 
2445,1,12171,12049,1/20/2014 
2446,1,12188,12066,1/17/2014 
2447,1,12178,12056,1/16/2014 
2448,1,12137,12017,1/15/2014 
2449,1,12107,11987,1/13/2014 
2450,1,12258,12136,1/10/2014 
2451,1,12324,12202,1/9/2014 
2452,1,12290,12168,1/8/2014 
2453,1,12323,12201,1/7/2014 
2454,1,12291,12169,1/6/2014 
2455,1,12287,12165,1/3/2014 
2456,1,12303,12181,1/2/2014 
